chembl_id,canonical_smiles,chemical_formula,ic50_nM,pIC50,assay_description,target_name,inchi,inchi_key
CHEMBL321706,,C17H14B2F8N4Pt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL266168,,C23H21B2F8N5Pt+4,16000.0,4.8,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL266168,,C23H21B2F8N5Pt+4,13500.0,4.87,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL266168,,C23H21B2F8N5Pt+4,5300.0,5.28,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL266168,,C23H21B2F8N5Pt+4,39000.0,4.41,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL266168,,C23H21B2F8N5Pt+4,89000.0,4.05,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL266168,,C23H21B2F8N5Pt+4,80000.0,4.1,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,3870.0,5.41,Cytotoxicity of compound against human lung adenocarcinoma cell line (PC14),PC-14,,
CHEMBL11359,,H6Cl2N2Pt+2,86500.0,4.06,Cytotoxicity of compound against human gastric adenocarcinoma cell line (MKN 45),MKN-45,,
CHEMBL6477,,C21H19B2F8N5Pt+4,15100.0,4.82,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6477,,C21H19B2F8N5Pt+4,16500.0,4.78,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6477,,C21H19B2F8N5Pt+4,17000.0,4.77,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL6477,,C21H19B2F8N5Pt+4,25000.0,4.6,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6477,,C21H19B2F8N5Pt+4,21000.0,4.68,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6477,,C21H19B2F8N5Pt+4,25000.0,4.6,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL267704,,C20H15B2F9N4Pt+4,15500.0,4.81,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL267704,,C20H15B2F9N4Pt+4,14000.0,4.85,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL267704,,C20H15B2F9N4Pt+4,5400.0,5.27,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL267704,,C20H15B2F9N4Pt+4,21500.0,4.67,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL267704,,C20H15B2F9N4Pt+4,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL267704,,C20H15B2F9N4Pt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL269100,,C22H20B2F8N4OPt+4,15500.0,4.81,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL269100,,C22H20B2F8N4OPt+4,16000.0,4.8,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL269100,,C22H20B2F8N4OPt+4,5100.0,5.29,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL269100,,C22H20B2F8N4OPt+4,25500.0,4.59,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL269100,,C22H20B2F8N4OPt+4,94000.0,4.03,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL269100,,C22H20B2F8N4OPt+4,45000.0,4.35,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL6961,,C22H22B2F8N6Pt+4,4600.0,5.34,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6961,,C22H22B2F8N6Pt+4,3700.0,5.43,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6961,,C22H22B2F8N6Pt+4,4200.0,5.38,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL6961,,C22H22B2F8N6Pt+4,7700.0,5.11,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6961,,C22H22B2F8N6Pt+4,20000.0,4.7,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6961,,C22H22B2F8N6Pt+4,19000.0,4.72,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL262033,,C44H30N12O12Pt2+8,730.0,6.14,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL262033,,C44H30N12O12Pt2+8,730.0,6.14,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL262033,,C44H30N12O12Pt2+8,440.0,6.36,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL262033,,C44H30N12O12Pt2+8,2000.0,5.7,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL262033,,C44H30N12O12Pt2+8,1800.0,5.75,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL262033,,C44H30N12O12Pt2+8,1700.0,5.77,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL6614,,C22H21B2F8N5Pt+4,6100.0,5.21,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6614,,C22H21B2F8N5Pt+4,7500.0,5.12,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6614,,C22H21B2F8N5Pt+4,3950.0,5.4,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL6614,,C22H21B2F8N5Pt+4,16000.0,4.8,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6614,,C22H21B2F8N5Pt+4,21500.0,4.67,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6614,,C22H21B2F8N5Pt+4,13000.0,4.89,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL267638,,C21H20B2F8N6Pt+4,65000.0,4.19,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL267638,,C21H20B2F8N6Pt+4,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL267638,,C21H20B2F8N6Pt+4,14500.0,4.84,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL267638,,C21H20B2F8N6Pt+4,18000.0,4.75,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL267638,,C21H20B2F8N6Pt+4,62000.0,4.21,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL267638,,C21H20B2F8N6Pt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,48000.0,4.32,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,42000.0,4.38,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,40000.0,4.4,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,19000.0,4.72,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,40000.0,4.4,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL217630,,C48H46B4F16N12O2Pt2+8,98000.0,4.01,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL266733,,C22H18B2F8N4OPt+4,2200.0,5.66,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL266733,,C22H18B2F8N4OPt+4,2300.0,5.64,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL266733,,C22H18B2F8N4OPt+4,1180.0,5.93,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL266733,,C22H18B2F8N4OPt+4,5900.0,5.23,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL266733,,C22H18B2F8N4OPt+4,7500.0,5.12,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL266733,,C22H18B2F8N4OPt+4,11100.0,4.96,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL410609,,C50H32Cl2N12O12Pt2+8,2150.0,5.67,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL410609,,C50H32Cl2N12O12Pt2+8,2150.0,5.67,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL410609,,C50H32Cl2N12O12Pt2+8,4750.0,5.32,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL410609,,C50H32Cl2N12O12Pt2+8,6600.0,5.18,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL410609,,C50H32Cl2N12O12Pt2+8,1800.0,5.75,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL6513,,C20H15B2F9N4Pt+4,17000.0,4.77,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6513,,C20H15B2F9N4Pt+4,17000.0,4.77,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6513,,C20H15B2F9N4Pt+4,6100.0,5.21,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL6513,,C20H15B2F9N4Pt+4,19500.0,4.71,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6513,,C20H15B2F9N4Pt+4,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6513,,C20H15B2F9N4Pt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL6739,,C25H27B2F8N5O2Pt+4,19500.0,4.71,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6739,,C25H27B2F8N5O2Pt+4,22000.0,4.66,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6739,,C25H27B2F8N5O2Pt+4,31500.0,4.5,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6739,,C25H27B2F8N5O2Pt+4,56000.0,4.25,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6739,,C25H27B2F8N5O2Pt+4,1800.0,5.75,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL265995,,C40H30N12O12Pt2+8,1550.0,5.81,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL265995,,C40H30N12O12Pt2+8,2050.0,5.69,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL265995,,C40H30N12O12Pt2+8,560.0,6.25,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL265995,,C40H30N12O12Pt2+8,25000.0,,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL265995,,C40H30N12O12Pt2+8,9600.0,5.02,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL265995,,C40H30N12O12Pt2+8,3100.0,5.51,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL324865,,C18H14B2F8N5Pt+3,16500.0,4.78,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL324865,,C18H14B2F8N5Pt+3,15500.0,4.81,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL324865,,C18H14B2F8N5Pt+3,6100.0,5.21,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL324865,,C18H14B2F8N5Pt+3,17000.0,4.77,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL324865,,C18H14B2F8N5Pt+3,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL324865,,C18H14B2F8N5Pt+3,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,5000.0,5.3,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,5800.0,5.24,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,1050.0,5.98,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,39000.0,4.41,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,29500.0,4.53,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL266471,,C27H21B2BrF8N4Pt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL441330,,C24H25B2F8N5OPt+4,100000.0,,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL441330,,C24H25B2F8N5OPt+4,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL441330,,C24H25B2F8N5OPt+4,17500.0,4.76,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL441330,,C24H25B2F8N5OPt+4,40000.0,4.4,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL441330,,C24H25B2F8N5OPt+4,100000.0,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL441330,,C24H25B2F8N5OPt+4,100000.0,,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL213916,,C50H42N18O18Pt3+10,1400.0,5.85,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL213916,,C50H42N18O18Pt3+10,1800.0,5.75,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL213916,,C50H42N18O18Pt3+10,460.0,6.34,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL213916,,C50H42N18O18Pt3+10,2400.0,5.62,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL213916,,C50H42N18O18Pt3+10,1400.0,5.85,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL213916,,C50H42N18O18Pt3+10,5100.0,5.29,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,590.0,6.23,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,870.0,6.06,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,690.0,6.16,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,25000.0,,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,18500.0,4.73,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL385413,,C40H28Cl2N12O12Pt2+8,1300.0,5.89,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,1350.0,5.87,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,630.0,6.2,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,5100.0,5.29,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,1600.0,5.8,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,2400.0,5.62,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL217343,,C42H32B4F16N8Pt2+8,1300.0,5.89,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,6600.0,5.18,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,6400.0,5.19,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,3750.0,5.43,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,49000.0,4.31,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,41000.0,4.39,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL2146185,,C15H11B2ClF8N3Pt-,19500.0,4.71,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL11359,,H6Cl2N2Pt+2,400.0,6.4,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,1200.0,5.92,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,500.0,6.3,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,530.0,6.28,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,8800.0,5.06,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,2250.0,5.65,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL6963,,C15H13B2F8N4Pt+3,5200.0,5.28,In vitro inhibition of human ovarian cell line (CH1),CH1,,
CHEMBL6963,,C15H13B2F8N4Pt+3,4500.0,5.35,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",CH1,,
CHEMBL6963,,C15H13B2F8N4Pt+3,3750.0,5.43,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",CH1,,
CHEMBL6963,,C15H13B2F8N4Pt+3,11500.0,4.94,In vitro inhibition of human ovarian cell line A2780,A2780,,
CHEMBL6963,,C15H13B2F8N4Pt+3,23500.0,4.63,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",A2780,,
CHEMBL6963,,C15H13B2F8N4Pt+3,15000.0,4.82,In vitro inhibition of human ovarian cell line SKOV-3.,SK-OV-3,,
CHEMBL155307,,C10H12BF4Fe,330000.0,,In vitro cytotoxicity of compound against MCF-7 cell line at a concentration of 50 uM,MCF7,,
CHEMBL155307,,C10H12BF4Fe,308000.0,,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 2 h,MCF7,,
CHEMBL155307,,C10H12BF4Fe,238000.0,,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 12 h,MCF7,,
CHEMBL155307,,C10H12BF4Fe,256000.0,,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 24 h,MCF7,,
CHEMBL155307,,C10H12BF4Fe,249000.0,,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 48 h,MCF7,,
CHEMBL157431,,C20H32BF4Fe,37000.0,4.43,In vitro cytotoxicity of compound against MCF-7 cell line at a concentration of 50 uM,MCF7,,
CHEMBL157431,,C20H32BF4Fe,86000.0,4.07,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 2 h,MCF7,,
CHEMBL157431,,C20H32BF4Fe,74000.0,4.13,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 12 h,MCF7,,
CHEMBL157431,,C20H32BF4Fe,58000.0,4.24,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 24 h,MCF7,,
CHEMBL157431,,C20H32BF4Fe,35000.0,4.46,Concentration required to reduce to 50% the number of MCF-7 cells with respect to untreated control after exposure to compound for 48 h,MCF7,,
CHEMBL1351,,C6H12N2O4Pt,2900.0,5.54,Compound was evaluated for in vitro cytotoxic activity against human HL-60 leukemia cell line,HL-60,,
CHEMBL345369,,C10H11B2F4FeO2,310000.0,,In vitro cytotoxicity of compound against MCF-7 cell line at a concentration of 50 uM,MCF7,,
CHEMBL346342,,C12H14BF4Fe,320000.0,,In vitro cytotoxicity of compound against MCF-7 cell line at a concentration of 50 uM,MCF7,,
CHEMBL347365,,C11H10BF4FeO2,340000.0,,In vitro cytotoxicity of compound against MCF-7 cell line at a concentration of 50 uM,MCF7,,
CHEMBL427115,,C8H14F6IN2PRu,20000.0,4.7,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL11359,,H6Cl2N2Pt+2,500.0,6.3,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL1351,,C6H12N2O4Pt,6000.0,5.22,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL2068505,,C14H20ClF6N2PRu,150000.0,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,A2780,,
CHEMBL174841,,C14H18ClF6N2PRu,6000.0,5.22,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL368464,,C16H22ClF6N2PRu,6000.0,5.22,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL2068516,,C14H20BrF6N2PRu,150000.0,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL174577,,C12H22ClF6N2PRu,9000.0,5.05,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL611728,,C10H13ClF6N2O2PRu,55000.0,4.26,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL175093,,C8H14ClF6N2PRu,17000.0,4.77,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL174682,,C12H22F6IN2PRu,8000.0,5.1,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL368291,,C16H20Cl2N2ORu,150000.0,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,,
CHEMBL1351,,C6H12N2O4Pt,8200.0,5.09,Cytotoxicity against human ovarian carcinoma A2780 cell line,A2780,,
CHEMBL1351,,C6H12N2O4Pt,41600.0,4.38,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,A2780,,
CHEMBL1743585,,C18H32N4O8Pt,200000000.0,,Compound was evaluated against human Ovarian carcinoma cell line A2780,A2780,,
CHEMBL1743585,,C18H32N4O8Pt,200000000.0,,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,A2780,,
CHEMBL1743585,,C18H32N4O8Pt,200000000.0,,Compound was evaluated against human Ovarian carcinoma cell line CH1,CH1,,
CHEMBL1743585,,C18H32N4O8Pt,200000000.0,,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,CH1,,
CHEMBL11359,,H6Cl2N2Pt+2,2000000.0,,Compound was evaluated against human Ovarian carcinoma cell line A2780,A2780,,
